Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,BB_Middle,BB_Position,Price_Change,Price_Change_5D,Price_Change_20D,Volatility_20D,Volume_MA_20,Volume_Ratio
2020-01-02 00:00:00-05:00,153.09630967742737,153.13191577349477,150.63906791601045,151.63621520996094,1364600,0.0,0.0,151.63621520996094,151.63621520996094,151.63621520996094,151.63621520996094,151.63621520996094,0.0,0.0,0.0,0.0,0.0,0.0,151.63621520996094,0.0,0.0,0.0,0.0,0.0,1364600.0,1.0
2020-01-03 00:00:00-05:00,149.62412272510753,151.75194354615098,149.62412272510753,151.31570434570312,1000100,0.0,0.0,151.47595977783203,151.47595977783203,151.47595977783203,151.46260515848795,151.46979610736554,0.0,-0.007190948877592973,-0.0039949715986627625,-0.0031959772789302105,151.92923058895335,151.02268896671072,151.47595977783203,0.3232233047033606,-0.002113682828432606,0.0,0.0,0.0,1182350.0,0.8458578255169789
2020-01-06 00:00:00-05:00,150.53222651742917,151.6540018690953,150.3096510725403,151.5204620361328,1205900,0.0,0.0,151.49079386393228,151.49079386393228,151.49079386393228,151.48518671119461,151.48799988364516,38.98152451777829,-0.0028131724505442435,-0.0035106276854994347,0.0006974552349551912,151.81539795422142,151.16618977364314,151.49079386393228,0.54569901163923,0.001353182019771637,0.0,0.0,0.03891546140469098,1190200.0,1.0131910603259957
2020-01-07 00:00:00-05:00,150.7192330072241,150.87059631542473,149.5262314815048,149.68649291992188,1878900,0.0,0.0,151.0397186279297,151.0397186279297,151.0397186279297,150.91740937507015,150.98437726168507,8.678976813375158,-0.06696788661491837,-0.025006989111454353,-0.04196089750346402,152.86338172917542,149.21605552668396,151.0397186279297,0.1289814420537883,-0.012103771936582408,0.0,0.0,0.11091549470661281,1362375.0,1.3791357005229838
2020-01-08 00:00:00-05:00,150.2740499553384,151.80537029211348,149.72206713101087,151.0931396484375,1675500,0.0,0.0,151.05040283203124,151.05040283203124,151.05040283203124,150.96515466228814,151.00959970777419,42.78953488843238,-0.044445045486043,-0.030789371421838886,-0.013655674064204114,152.6304640253018,149.4703416387607,151.05040283203124,0.5135237852142298,0.009397285627288587,0.0,0.0,0.14142396698243084,1425000.0,1.1757894736842105
2020-01-09 00:00:00-05:00,151.68963668621896,152.54431887232897,151.4581495060792,152.4285888671875,1189600,0.0,0.0,151.28010050455728,151.28010050455728,151.28010050455728,151.3208461650661,151.29381191895314,57.76633833950005,0.027034246112947358,-0.015115956138968994,0.042150202251916354,153.08662733743765,149.47357367167692,151.28010050455728,0.8178719357295798,0.008838582756684588,0.005225490863969506,0.0,0.1405272296269799,1385766.6666666667,0.8584417771149544
2020-01-10 00:00:00-05:00,153.1319248049998,153.1319248049998,151.9211136933771,152.32174682617188,968700,0.0,0.0,151.4289071219308,151.4289071219308,151.4289071219308,151.54419364570762,151.4766248135287,56.5813027542826,0.06756883217892096,0.005809357954858936,0.06175947422406202,153.2563729795435,149.60144126431808,151.4289071219308,0.7442835526917685,-0.000700931772770752,0.006648632306996305,0.0,0.12621681930399822,1326185.7142857143,0.7304406838085594
2020-01-13 00:00:00-05:00,152.70457282310866,153.55035683984724,152.33064768681143,153.45242309570312,926700,0.0,0.0,151.68184661865234,151.68184661865234,151.68184661865234,151.94241172017863,151.79497487376048,64.32600024553287,0.14743684641814525,0.0398451067380975,0.10759173968004776,153.89766468431543,149.46602855298926,151.68184661865234,0.8995311042201776,0.007422947104339439,0.01275049609543566,0.0,0.12192190293037927,1276250.0,0.7261116552399608
2020-01-14 00:00:00-05:00,153.23874871128666,153.44352791611277,151.7964640742973,152.44638061523438,1688100,0.0,0.0,151.76679484049478,151.76679484049478,151.76679484049478,152.04211470537248,151.89152750491613,55.51516032865557,0.1505872004563571,0.06542707978137542,0.08516012067498167,153.901250673206,149.63233900778357,151.76679484049478,0.6591941525152982,-0.006556054705251002,0.018437787147494777,0.0,0.12207748838178842,1322011.111111111,1.276918163404241
2020-01-15 00:00:00-05:00,153.19421281118917,155.34874119333514,152.9627256857595,153.85302734375,2114600,0.0,0.0,151.9754180908203,151.9754180908203,151.9754180908203,152.38528194654396,152.16219539200947,62.66526717357608,0.22308655453448978,0.1007519542460224,0.12233460028846738,154.3817922979317,149.56904388370893,151.9754180908203,0.8901324339707691,0.009227157265648156,0.01826613505903829,0.0,0.1227995338390085,1401270.0,1.5090596387562711
2020-01-16 00:00:00-05:00,154.78787224253233,155.74939982138957,153.96879621274888,155.69598388671875,2281200,0.0,0.0,152.3136513449929,152.3136513449929,152.3136513449929,152.99106057493387,152.62052887927905,69.15979784566505,0.3705316956548188,0.15977822016207016,0.21075347549274864,155.5144714661846,149.1128312238012,152.3136513449929,1.0,0.011978682348908753,0.021435578744208872,0.0,0.12687597901902362,1481263.6363636365,1.540036455360595
2020-01-17 00:00:00-05:00,156.71981641421868,157.5032863036374,155.8918423051139,157.46766662597656,2818200,0.0,0.0,152.7431526184082,152.7431526184082,152.7431526184082,153.78698643474021,153.216076124958,73.57822390582777,0.5709103097822208,0.24807215079839304,0.3228381589838277,157.00560351434686,148.48070172246955,152.7431526184082,1.0,0.011379116500184416,0.03378322470052275,0.0,0.12737211792447634,1592675.0,1.769475881771234
2020-01-21 00:00:00-05:00,155.75827767461325,158.11758529991982,155.75827767461325,156.87115478515625,2016400,0.0,0.0,153.0606912466196,153.0606912466196,153.0606912466196,154.32251522633362,153.64426793072067,70.1923314613024,0.6782472956129482,0.33911215703373176,0.3391351385792164,157.74018348239997,148.38119901083923,153.0606912466196,0.9071449792566225,-0.0037881544421254354,0.022278772928342683,0.0,0.1259117145502461,1625269.2307692308,1.2406559859904869
2020-01-22 00:00:00-05:00,158.75861896267173,160.15638568458976,157.7525736102273,158.76751708984375,2060100,0.0,0.0,153.46832166399275,153.46832166399275,153.46832166399275,155.07935712274494,154.21966978188226,73.99648594222856,0.8596873408626777,0.44801687390008954,0.4116704669625882,158.90139780523464,148.03524552275087,153.46832166399275,0.9876791055462472,0.012088661598014472,0.04146465432041668,0.0,0.12721296255882455,1656328.5714285714,1.2437749583847235
2020-01-23 00:00:00-05:00,158.26897175517504,158.88328223661347,157.59233362029036,158.3223876953125,1520300,0.0,0.0,153.79192606608072,153.79192606608072,153.79192606608072,155.62262026239594,154.66348336227756,71.84426331663302,0.9591369001183807,0.5539687286238504,0.4051681714945303,159.59649786176482,147.98735427039662,153.79192606608072,0.8902494265468761,-0.0028036553237735795,0.0290495444173271,0.0,0.12517880643162127,1647260.0,0.9229265568277017
2020-01-24 00:00:00-05:00,159.21268568905845,159.30170772546302,156.85337757301718,157.77040100097656,1676700,0.0,0.0,154.04058074951172,154.04058074951172,154.04058074951172,155.97755796374153,154.98849247000464,70.77380923149452,0.9890654937368879,0.6435083993188122,0.3455570944180757,159.99069972740338,148.09046177162006,154.04058074951172,0.813424005916807,-0.003486472774767768,0.01332351074493432,0.0,0.12362341972332648,1649100.0,1.0167364016736402
2020-01-27 00:00:00-05:00,155.97197070926123,157.2540074435629,155.34876218145544,156.46163940429688,1622500,0.0,0.0,154.18299596449907,154.18299596449907,154.18299596449907,156.05665362022793,155.13802974863475,64.84758784297435,0.9186238715931836,0.6997990464611601,0.2188248251320235,160.0626518613733,148.30334006762484,154.18299596449907,0.6937735370712076,-0.008295355709158514,-0.006388785985311118,0.0,0.1271203123416798,1647535.294117647,0.9848043958711944
2020-01-28 00:00:00-05:00,156.71985544122438,159.3284472899537,156.6041118373937,158.7408447265625,1642000,0.0,0.0,154.4362097846137,154.4362097846137,154.4362097846137,156.4910848493739,155.49398151650718,76.49811195381521,0.9971033328667147,0.7603507054578477,0.23675262740886704,160.53155591489815,148.34086365432927,154.4362097846137,0.853108326413279,0.014567182927031519,0.011918634397553252,0.0,0.13226687317126634,1647227.7777777778,0.9968263176178158
2020-01-29 00:00:00-05:00,152.99834692379147,155.16177345406172,152.18816914635534,152.27719116210938,3842800,0.0,0.0,154.32257722553453,154.32257722553453,154.32257722553453,155.81448825392522,155.18383637973477,52.673779470908805,0.6306518741904483,0.7340316415194211,-0.1033797673289728,160.32845056391537,148.3167038871537,154.32257722553453,0.3297178488302432,-0.040718276229328554,-0.04087943205700961,0.0,0.20710769167229265,1762784.2105263157,2.1799605289479262
2020-01-30 00:00:00-05:00,150.42540647983338,155.87404945199285,149.8734100953521,155.8117218017578,2731700,0.0,0.0,154.39703445434571,154.39703445434571,154.39703445434571,155.8140470270658,155.24305074743933,56.949456843013245,0.5709962796264847,0.701044250414982,-0.13004797078849728,160.2805348355721,148.51353407311933,154.39703445434571,0.6202249728687206,0.02321116256922351,-0.015857933486869813,0.0,0.21786019687400152,1811230.0,1.5082016088514434
2020-01-31 00:00:00-05:00,155.3576449524871,156.19453071493103,152.09913750570894,152.58880615234375,3316700,0.0,0.0,154.44466400146484,154.31092834472656,154.31092834472656,155.30253495516195,154.99769962629748,50.48632174926894,0.3048353288644705,0.6210647857469379,-0.3162294568824674,160.24894889258854,148.64037911034114,154.44466400146484,0.34013036197110214,-0.020684680280439016,-0.03284262964255724,0.00628208070917502,0.22622539735098848,1908835.0,1.7375519623225686
2020-02-03 00:00:00-05:00,154.80566915279834,155.9541524070805,154.02219928325624,154.8590850830078,2162800,0.0,0.0,154.62183303833007,154.33584456010297,154.33584456010297,155.2325378497544,154.9851175240906,52.459486124354434,0.24742032566379635,0.5457803929597134,-0.298360067295917,160.23722098790822,149.00644508875192,154.62183303833007,0.5211251695170561,0.014878410729535663,-0.010242474304823501,0.02341713804675094,0.23168542023708683,1966970.0,1.0995592205270035
2020-02-04 00:00:00-05:00,157.28961354075065,158.5360441813164,155.62475356252028,156.62188720703125,3423400,0.0,0.0,154.876904296875,154.4352377186651,154.4352377186651,155.450968237192,155.13124797152528,57.11246936902001,0.3197202656667173,0.5002998980451028,-0.18057963237838548,160.36104893220954,149.39275966154048,154.876904296875,0.6590934435712412,0.011383265780490204,-0.013348533726031508,0.03366822607551123,0.2344577825970133,2077845.0,1.6475723646374008
2020-02-05 00:00:00-05:00,158.8031203610937,159.37291294329677,157.4142517910317,159.02569580078125,2675200,0.0,0.0,155.34386444091797,154.62650680541992,154.62650680541992,156.01109037228858,155.47373567189018,58.52152981112649,0.5373547003983958,0.5077460218412034,0.029608678557192403,160.55056693248264,150.1371619493533,155.34386444091797,0.8535665198682066,0.015347845927641712,0.044317238761566236,0.062391754250369136,0.23317152574312716,2117660.0,1.2632811688373016
2020-02-06 00:00:00-05:00,160.03171461865006,160.67273286552984,159.18593080496615,160.4857635498047,1600800,0.0,0.0,155.81349563598633,154.8608770751953,154.8608770751953,156.71023661304912,155.90847701649892,57.99157112430326,0.8017595965501982,0.5667717296021688,0.23498786694802942,161.0996386427212,150.52735262925145,155.81349563598633,0.9419354440341096,0.009181332247415686,0.029998011022519533,0.06216446308033485,0.23309584091262323,2113925.0,0.7572643305699114
2020-02-07 00:00:00-05:00,160.05846269143174,160.165294564376,158.90997930249725,159.45306396484375,2311500,0.0,0.0,156.16471939086915,155.03749964787409,155.03749964787409,157.1377645800866,156.21208771456176,53.39631319324699,0.9256768655248493,0.6387703592927294,0.2869065062321199,161.43733810972282,150.8921006720155,156.16471939086915,0.8118321985066205,-0.006434836100838615,0.044985330088019415,0.046083711394696136,0.23443022241772124,2170020.0,1.065197555782896
2020-02-10 00:00:00-05:00,159.06136161758621,160.09411521768945,158.74975047766398,159.6845703125,2153800,0.0,0.0,156.53286056518556,155.20961337619357,155.20961337619357,157.53393611836668,156.506117272613,54.873621017417946,1.0278188457536714,0.7167686448675519,0.31105020088611957,161.70287059523542,151.3628505351357,156.53286056518556,0.8048069277424634,0.001451877699303994,0.03116049166185908,0.04833730993599028,0.23418184106564366,2229275.0,0.9661437014275942
2020-02-11 00:00:00-05:00,160.47692407181344,160.47692407181344,158.28677533041306,158.44703674316406,1584200,0.0,0.0,156.7825912475586,155.32523563929968,155.32523563929968,157.67573213929182,156.66873919764163,49.43187074471107,1.0069929416501964,0.7749259969032429,0.23206694474695344,161.80654303221152,151.75863946290568,156.7825912475586,0.6656510220390631,-0.007749863164074666,0.011653221453782114,0.032548287910357576,0.2361088185948375,2262150.0,0.7003072298477112
2020-02-12 00:00:00-05:00,159.08801437496268,161.01106932461107,157.49436671009562,158.5004119873047,2622500,0.0,0.0,157.0852928161621,155.43472447888604,155.43472447888604,157.80361251017803,156.8207316347473,50.32003647214309,0.9828808754307374,0.8165814312713144,0.166299444159423,161.72394179012394,152.44664384220027,157.0852928161621,0.6525357037238728,0.0003368648933910201,-0.0033031379666755845,0.03971252939976533,0.23416840151881615,2308870.0,1.1358370111786285
2020-02-13 00:00:00-05:00,158.00186809803114,161.1357343680281,157.64575279720492,160.35226440429688,1913900,0.0,0.0,157.41025466918944,155.59864247639973,155.59864247639973,158.19834173305028,157.1111918123789,54.43421181593428,1.0871499206713793,0.870762201696396,0.21638771897498332,162.0058959587811,152.81461337959777,157.41025466918944,0.8200869638988769,0.011683581094669382,-0.0008318441620921435,0.04224315356516062,0.23532594976731475,2298835.0,0.8325521405407522
2020-02-14 00:00:00-05:00,160.39676188107194,161.39389546493004,159.72012387637434,161.3671875,1566500,0.0,0.0,157.6938148498535,155.78472457393522,155.78472457393522,158.68861940630555,157.45839942475746,58.510916549654475,1.230219981548089,0.9427250261961652,0.2874949553519238,162.53726034352078,152.85036935618623,157.6938148498535,0.8792106936012147,0.006329334353172511,0.012004307020266891,0.03642485484665747,0.23304825435367268,2263100.0,0.6921921258450797
2020-02-18 00:00:00-05:00,161.46512464053092,162.31982029110793,160.02284016416664,160.19198608398438,1512200,0.0,0.0,157.8300308227539,155.92245149612427,155.92245149612427,158.92101475671402,157.67974606954954,52.6179569904313,1.241268687164478,1.0024811020307018,0.23878758513377618,162.79832399273133,152.8617376527765,157.8300308227539,0.7377028871306723,-0.007282778080367924,0.0031776130310610107,0.017300818106860794,0.2323879276913352,2197800.0,0.688051688051688
2020-02-19 00:00:00-05:00,160.69946120689656,161.80344023540104,160.423469846002,161.3671875,1651500,0.0,0.0,158.0548324584961,156.08744349624172,156.08744349624172,159.29887363086183,157.9762833914192,70.26601694430911,1.3225902394426328,1.0665435339031957,0.2560467055394371,163.24246997888042,152.86719493811177,158.0548324584961,0.8192546731039246,0.007336206040915894,0.01842982246218572,0.028660672008192334,0.2327274452829329,2179555.0,0.7577234802517028
2020-02-20 00:00:00-05:00,160.85081424526294,161.8123417577007,158.91886109353274,160.93984985351562,1501600,0.0,0.0,158.1634490966797,156.23016133027917,156.23016133027917,159.5521963826264,158.21310558249826,63.27189380494628,1.3390908001281332,1.121080640746673,0.2180101593814603,163.5026679229988,152.8242302703606,158.1634490966797,0.7600006524503137,-0.002648231360445452,0.015390735176173065,0.013682476135484345,0.2297081881140609,2151630.0,0.6978895070249067
2020-02-21 00:00:00-05:00,160.07628169153156,160.63716264151066,157.8950447895649,158.9901123046875,3538400,0.0,0.0,158.19683532714845,156.30901707240514,156.30901707240514,159.46547137259589,158.27483679856255,67.73576035525973,1.1906345740333393,1.1349970725794192,0.0556375014539201,163.54857467512852,152.84509597916838,158.19683532714845,0.5741139399696719,-0.01211469720272973,-0.008494748138853647,0.00421749961641571,0.23397301032390364,2252535.0,1.5708523951903077
2020-02-24 00:00:00-05:00,156.49727458893423,157.74369187623913,154.82350258747093,155.39329528808594,2084100,0.0,0.0,158.0779800415039,156.28358035617404,156.28358035617404,158.83744758976934,158.04712918647866,51.378758998755536,0.7903184032906836,1.0660389605348883,-0.27572055724420474,163.57325553709268,152.58270454591513,158.0779800415039,0.25572791977644715,-0.022622897515215623,-0.037020489137012835,-0.015066867408646045,0.2475621481438545,2272905.0,0.916932295894461
2020-02-25 00:00:00-05:00,155.49119223955233,156.23905601984075,148.59135380857722,148.84063720703125,2606400,0.0,0.0,157.69692993164062,156.08241973052154,156.08241973052154,157.29628909705679,157.32318860230842,33.89823230154441,-0.026899505251634537,0.8473945040313519,-0.8742940092829864,164.5526261806778,150.84123368260344,157.69692993164062,0.0,-0.042168216259952596,-0.07086090355981922,-0.04870843886259524,0.2874376337323522,2322100.0,1.122432281124844
2020-02-26 00:00:00-05:00,150.46099688246605,152.06354276151316,147.99485721262485,148.08389282226562,2319700,0.0,0.0,157.1640823364258,155.87193218030427,155.87193218030427,155.8765125441095,156.59996616189784,25.701788984173064,-0.7234536177883513,0.5331596156344567,-1.256613233422808,165.2282317933635,149.09993287948808,157.1640823364258,0.0,-0.0050842592383760765,-0.0823171977124183,-0.06713427739819522,0.2804906791808845,2355985.0,0.9845987983794464
2020-02-27 00:00:00-05:00,146.06292243638876,147.7634022663501,140.18693825267647,140.24925231933594,2843300,0.0,0.0,156.56268539428712,155.47135064540765,155.47135064540765,153.46875302668934,155.3254411938633,14.976892809042184,-1.8566881671739566,0.05511062956081839,-1.911798796734775,167.45827705929545,145.66709372927878,156.56268539428712,0.0,-0.05290677030170354,-0.12856105901062953,-0.07898713360143927,0.3043662729150069,2306010.0,1.232995520401039
2020-02-28 00:00:00-05:00,136.58121667624425,141.9586341330181,134.01714287702558,137.76531982421875,4583100,0.0,0.0,155.66036529541014,155.02869987487793,155.02869987487793,151.0498091343741,153.96192766235563,14.260547620316856,-2.9121185279815336,-0.5384140949156483,-2.3737044330658854,169.42824923679296,141.89248135402732,155.66036529541014,0.0,-0.01771084304579018,-0.133497562664738,-0.11582185068527673,0.2903088550499922,2398580.0,1.9107555303554604
2020-03-02 00:00:00-05:00,138.48644102822868,145.1993102991205,137.32014790006366,145.1191864013672,3194400,0.0,0.0,155.28688430786133,154.78700442430448,154.78700442430448,150.13643720236374,153.27774926315354,30.56073384600785,-3.141312060789801,-1.0590490514952684,-2.0822630092945325,169.7911609911945,140.78260762452817,155.28688430786133,0.14949310715446343,0.0533796646828939,-0.06611680940076226,-0.048952606284362266,0.3528390718875327,2392465.0,1.3351919463816608
2020-03-03 00:00:00-05:00,143.8994927718172,146.40123880384175,137.10648528982605,138.21046447753906,3095200,0.0,0.0,154.4544532775879,154.39232490176246,154.39232490176246,148.30002460396727,152.11579875579807,26.542752191803316,-3.8157741518307944,-1.6104409787999046,-2.2053331730308896,170.84982472743786,138.05908182773794,154.4544532775879,0.004616627633724841,-0.04760722613700541,-0.07141982813944858,-0.10750819428220648,0.38113851959167294,2439085.0,1.2690004653384364
2020-03-04 00:00:00-05:00,141.04160215681767,146.56147031143604,139.60821579031062,146.35670471191406,2847600,0.0,0.0,153.94119415283203,154.20545001362646,154.20545001362646,148.00082517892503,151.67301967802584,38.14736378069086,-3.6721944991008115,-2.02281974790481,-1.6493747511960017,170.68977484405607,137.19261346160798,153.94119415283203,0.27357814429935257,0.058940835378632705,-0.011663578512381312,-0.06554117485219746,0.4415094014203193,2410295.0,1.1814321483469865
2020-03-05 00:00:00-05:00,141.94973230850542,145.2527446382294,141.4956696605084,143.0447998046875,3359700,0.0,0.0,153.14214935302735,153.95179887251422,153.95179887251422,147.23786965347497,151.01151071282152,33.57549299788354,-3.773641059346545,-2.3730030759870346,-1.4006379833595104,170.3868638018389,135.8974349042158,153.14214935302735,0.2072334952743817,-0.022628993415406917,0.01993270865349306,-0.10049253936995028,0.4411373287019699,2444520.0,1.3743802464287467
2020-03-06 00:00:00-05:00,136.59008801843387,142.54620868862813,136.22506105347637,141.69151306152344,3137400,0.0,0.0,152.2024368286133,153.6793480767144,153.6793480767144,146.384119989173,150.29881321491808,31.44724616136773,-3.914693225745083,-2.6813545365389437,-1.233338689206139,169.80676074387176,134.5981129133548,152.2024368286133,0.20146755371901703,-0.009460579797460844,0.028499140729425276,-0.11710852148233508,0.438189182492263,2521350.0,1.2443333928252722
2020-03-09 00:00:00-04:00,132.7440071131254,138.19264991736654,130.2333494539616,134.36434936523438,4551300,0.0,0.0,150.9480010986328,153.25945680037788,153.25945680037788,144.53407366069857,149.08322153153443,28.178101470074836,-4.549147870835867,-3.054926220471667,-1.4942216503641998,169.90077697035562,131.99522522690998,150.9480010986328,0.06250071636891677,-0.05171208591094345,-0.07411037301702716,-0.15734231739279048,0.4674877886628988,2633340.0,1.7283373966141857
