Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,BB_Middle,BB_Position,Price_Change,Price_Change_5D,Price_Change_20D,Volatility_20D,Volume_MA_20,Volume_Ratio
2020-01-02 00:00:00-05:00,184.2100067138672,187.88999938964844,181.8800048828125,187.8300018310547,1515000,0.0,0.0,187.8300018310547,187.8300018310547,187.8300018310547,187.8300018310547,187.8300018310547,0.0,0.0,0.0,0.0,0.0,0.0,187.8300018310547,0.0,0.0,0.0,0.0,0.0,1515000.0,1.0
2020-01-03 00:00:00-05:00,184.49000549316406,186.41000366210938,183.77999877929688,184.9499969482422,737900,0.0,0.0,186.38999938964844,186.38999938964844,186.38999938964844,186.2699991861979,186.33461468036356,0.0,-0.06461549416565049,-0.03589749675869471,-0.028717997406955777,190.46294135462261,182.31705742467426,186.38999938964844,0.32322330470336325,-0.015333039741984078,0.0,0.0,0.0,1126450.0,0.6550668027875183
2020-01-06 00:00:00-05:00,183.77999877929688,187.25,183.16000366210938,187.1199951171875,1021900,0.0,0.0,186.63333129882812,186.63333129882812,186.63333129882812,186.60175279436706,186.61679424588579,42.97023480391712,-0.01504145151872649,-0.027349937234117567,0.012308485715391077,189.63415670883188,183.63250588882437,186.63333129882812,0.5810883260214005,0.011732891077324892,0.0,0.0,0.3038143199399397,1091600.0,0.9361487724441188
2020-01-07 00:00:00-05:00,186.1300048828125,188.1699981689453,185.10000610351562,187.5,897200,0.0,0.0,186.8499984741211,186.8499984741211,186.8499984741211,186.88529433327162,186.86369997901596,46.96131354658139,0.02159435425565448,-0.010769892691511863,0.032364246947166345,189.44892454690714,184.25107240133505,186.8499984741211,0.6250519460105508,0.0020308085331794956,0.0,0.0,0.21767941160509668,1043000.0,0.8602109300095877
2020-01-08 00:00:00-05:00,188.22000122070312,190.5,187.02999877929688,189.9499969482422,1314800,0.0,0.0,187.46999816894532,187.46999816894532,187.46999816894532,187.71796308058353,187.5794249759167,63.451737332114696,0.13853810466682148,0.03364586092531742,0.10489224374150406,191.04124514731265,183.898751190578,187.46999816894532,0.8472174837415821,0.013066650390624934,0.0,0.0,0.2079050182610764,1097360.0,1.1981482831522927
2020-01-09 00:00:00-05:00,191.7100067138672,192.6999969482422,190.67999267578125,191.94000244140625,1164500,0.0,0.0,188.21499888102213,188.21499888102213,188.21499888102213,188.74414076592882,188.45281386353605,70.82064989696077,0.29132690239276826,0.10349174995175368,0.18783515244101456,193.06511944120177,183.36487832084248,188.21499888102213,0.8840114399389436,0.010476470256044923,0.021881491616277282,0.0,0.18796573668601418,1108550.0,1.0504713364304723
2020-01-10 00:00:00-05:00,193.16000366210938,193.4199981689453,191.83999633789062,192.36000061035156,708900,0.0,0.0,188.80714198521204,188.80714198521204,188.80714198521204,189.5510072392835,189.147686772138,72.01163759738778,0.4033204671455053,0.17937039957116976,0.22395006757433553,194.2312358853096,183.3830480851145,188.80714198521204,0.8275071090745338,0.002188174239882823,0.04006490286227504,0.0,0.1687287547578143,1051457.142857143,0.6742072226298198
2020-01-13 00:00:00-05:00,190.0,193.3699951171875,190.0,192.4499969482422,1454200,0.0,0.0,189.26249885559082,189.26249885559082,189.26249885559082,190.1559817091071,189.67977076722568,72.25430127127115,0.4762109418814191,0.2507067639759581,0.225504177905461,194.90634684392933,183.6186508672523,189.26249885559082,0.7823869547193222,0.0004678536993401039,0.02848440556936027,0.0,0.1555008770888228,1101800.0,1.319840261390452
2020-01-14 00:00:00-05:00,192.25,193.1300048828125,190.6300048828125,191.11000061035156,1146500,0.0,0.0,189.467776828342,189.467776828342,189.467776828342,190.3447206041433,189.89176222772264,63.99316739618948,0.4529583764206677,0.2974278898261094,0.15553048659455831,194.8888835659487,184.04667009073532,189.467776828342,0.6514657302924236,-0.006962828574380353,0.01925333658854167,0.0,0.15552082275254314,1106766.6666666667,1.0359003704484533
2020-01-15 00:00:00-05:00,190.94000244140625,192.1699981689453,190.00999450683594,190.7899932861328,1444000,0.0,0.0,189.5999984741211,189.5999984741211,189.5999984741211,190.42909960432758,190.0157093715807,62.2923145944384,0.4133902327468775,0.3234101862451298,0.08998004650174768,194.77902572067262,184.42097122756957,189.5999984741211,0.6148859385518854,-0.0016744666589750823,0.0044221971644438085,0.0,0.14692013420844985,1140490.0,1.2661224561372744
2020-01-16 00:00:00-05:00,192.50999450683594,193.1199951171875,191.5,192.5,2195900,0.0,0.0,189.86363497647372,189.86363497647372,189.86363497647372,190.80802444380024,190.3379226531111,66.98179267823079,0.47010179068914226,0.3555054711110291,0.11459631957811317,195.0788316108175,184.64843834212994,189.86363497647372,0.7527579694852684,0.008962769401132276,0.0029175656531770233,0.0,0.14313756588692725,1236436.3636363635,1.7759911181695196
